Nama,Alamat,Wilayah,Latitude,Longitude
Nusantara Jaya Motor,Jl. Kates Raya 38 Banjaran Adiwerna,Kabupaten Tegal,-7.016973,110.454634
Hoki Jaya Motor,Jl.Raya Barat No.7,Kabupaten Tegal,-6.95178,109.14582
Gedogan Motor,Jl.Letjend.Suprapto No.18,Kabupaten Brebes,-6.858611,109.132778
Toko Han San Motor,JL. AGUS MIFTAH NO.2,Kabupaten Brebes,-6.93907,108.88994
Surya Motor Variasi,JL.SUTOYO NO.28,Kabupaten Brebes,-6.86822,109.03855
Central Motor,Jl. Letjen Suprapto 7 Brebes,Kabupaten Brebes,-6.922373,108.832869
Cahaya Motor,Jl. P. Diponegoro 170 Brebes,Kabupaten Brebes,-7.538153,110.622765
Sumber Motor@,Jl. Sultan Agung No. 6 Brebes,Kabupaten Brebes,-6.873941,109.040127
Sumber Jaya Motor,Jl.Kh Ahmad Dahlan 5 Pasar Batang Brebes,Kabupaten Brebes,-6.991469,109.138002
Toko Bani Djauhari,Jl. Raya Bulakamba Rt 02/02 Desa Bulusari,Kabupaten Brebes,-6.87883,109.083922
Teguh Motor,Jl.Raya Barat No.183,Kabupaten Brebes,-6.966667,109.056667
Bj Motor,Jl Raya Klampis Jatibarang Brebes,Kabupaten Brebes,-6.860409,109.116161
Adi Mustika,Jl. Raya Barat 57 Jatibarang,Kabupaten Brebes,-6.966437,109.051963
Mekar Sari Putra,Jati Barang Lor Brebes,Kabupaten Brebes,-6.752652,111.051403
Buana Motor,DK.KEWADON,Kabupaten Brebes,-6.92511,108.98859
Buana Motor,Jl.Raya Jatibarang Sitanggal Km 7 Larangan,Kabupaten Brebes,-6.948596,108.96857
Naufalmotor,"JL. JENDRAL A. YANI RT 006/005 KETANGGUNGAN,BREBES",Kabupaten Brebes,-6.9399,108.89213
Angkasa Motor,Jl. Jendral Sudirman Brebes,Kabupaten Brebes,-6.941041,108.894715
Refy Jaya Motor,Jl.Pemuda N0.29 Rt.05/02,Kabupaten Brebes,-6.92953,108.876
Sri jaya motor,Jl. Jend Sudirman 135,Kabupaten Brebes,-6.89033,109.38806
Toko Widiasari,Jl. Slamet Riyadi 50 Kersana Ketanggungan,Kabupaten Brebes,-6.929882,108.859183
Obe Motor,Jl. Raya Tonjong Timur 3 Tonjong Bumiayu,Kabupaten Brebes,-7.18425,109.021309
Toko Garuda Motor / Ermawati,Jl.Raya Jatisawit No.49,Kabupaten Brebes,-7.266111,109.012778
Sinar Motor,Jl.Raya Bumiayu Desa Jatisawit,Kabupaten Brebes,-7.26024,109.00863
Duta Motor,Rt.06 Rw.05 Desa Kalierang,Kabupaten Brebes,-7.25953,109.00853
Am Jaya Motor,Jl.Kh Ahmad Dahlan Pasar Batang Brebes,Kabupaten Brebes,-6.864234,109.044738
Bsa Motor,Jl. Lingkar Bumiayu,Kabupaten Brebes,-7.23777,109.01629
AsiaÂ motor,JL.URIP SUMOHARJO 37 PEMALANG,Kabupaten Pemalang,-6.884167,109.379167
Asia Motor,Jl. Urip Sumoharjo 37 Pemalang,Kabupaten Pemalang,-6.884281,109.377111
RejoÂ motor,Jl. Jenderal Sudirman 62,Kabupaten Pemalang,-6.890833,109.393611
Raip olie,Jl. Sudirman Timur 60,Kabupaten Pemalang,-6.890756,109.391671
Tk Motor,JL. DI PANJAITAN BOJONGBATA RT 02/02,Kabupaten Pemalang,-6.91974,109.38426
Rejo Motor,Jl.Jend.Sudirman 62 X,Kabupaten Pemalang,-6.890786,109.391623
Ud Cahaya Abadi,Jl.Jend.Sudirman Rt.01 Rw.05,Kabupaten Pemalang,-6.893429,109.408121
Latansa Motor,Jl. Jendral Sudirman Timur 51 Pemalang,Kabupaten Pemalang,-6.927225,109.403391
Nusantara motor,Jl. A. Yani No. 5,Kabupaten Pemalang,-6.900594,109.533428
Sidomukti motor,Jl. Jendral A.Yani 48 Comal,Kabupaten Pemalang,-6.899504,109.661442
Toko Saba Putra,DUKUH GEMBYANG RT02/14,Kabupaten Pemalang,-6.95362,109.50788
Super Motor,Jl.Mayjend.Sutoyo 23,Kabupaten Tegal,-6.983056,109.145556
Jakarta Motor,Jl. Jend. Sudirman 21 Slawi,Kabupaten Tegal,-6.990024,109.141091
Toko Jms Motor,JL. JEND. SUDIRMAN NO.17 RT03/06,Kabupaten Tegal,-6.98939,109.14103
Satria Motor,Jl. Ahmad Yani No 2 Slawi,Kabupaten Tegal,-7.136431,110.409878
Merpati Motor,Slawi Kulon Kec Slawi 004/004 Slawi,Kabupaten Tegal,-6.988334,109.134782
Toko Jakarta Motor,Jl.Jend.Sudirman RT.003/006,Kabupaten Tegal,-6.98927,109.14105
Kerabat Motor,Jl.Raya Barat No.15,Kabupaten Tegal,-6.968611,109.056389
Karabat Motor,Jl. Raya Barat 15 Lebaksiu Tegal,Kabupaten Tegal,-7.046749,109.14349
Bina Karya,Jl.Raya Margasari No.154,Kabupaten Tegal,-7.096111,109.010556
Ayu Lestari Variasi,Jl.Raya Banjaranyar Batuagung,Kabupaten Tegal,-7.091099,109.093525
Ayu Lestari,Jl. Batu Agung Balapulang Tegal,Kabupaten Tegal,-6.997889,110.379823
Ayu Lestari Putri,Jl. Pramuka 83 Tegal,Kabupaten Tegal,-7.051945,109.099379
Ba’is Motor,"JL. RAYA PURBAYASA,DEPAN GERBANG PURBAYASA",Kabupaten Tegal,-6.9475,109.74556
Lancar jaya motor,Jl. Utara Pasar Balamoa No. 29,Kabupaten Tegal,-6.947272,109.184286
Langgeng Langgan Motor,Jl. Raya Balamoa Derma Sandi Rt.8 Rw.1 19,Kabupaten Tegal,-7.044384,109.100308
New Kondang Motor,JL Jend Sudirman 745,Kabupaten Banyumas,-7.429006,109.254859
Cv Putra Mandiri Persada,JL. JEND. SUPRAPTO 78 RT.01/07,Kabupaten Banyumas,-7.42399,109.24392
Roma motor,Jl.Jend. Suprapto No 56,Kabupaten Banyumas,-7.424167,109.243611
Banyumas Motor,"Jl. Hr. Bunyamin 7, Bancarkembar, Purwokerto",Kabupaten Banyumas,-7.406321,109.245258
New Panda,"JL YOS SUDARSO NO.37, PURWOKERTO",Kabupaten Banyumas,-7.42057,109.20114
Cv Makmur Sejahtera,"JL. SENOPATI 449 RT.001/003 DUKUH WALUH,",Kabupaten Banyumas,-7.40294,109.28468
Andi Motor,"JL.RAYA KARANG KEMIRI,KARANG LEWAS",Kabupaten Banyumas,-7.41608,109.18014
San Jaya Motor,Jl. Raya Pancasan No.233,Kabupaten Banyumas,-7.415556,109.088333
Bintang Putra,Jl. Raya 60 (depan Kecamatan Baru),Kabupaten Banyumas,-7.442576,109.107881
Rizky Motor,"DS. PAKUNCEN, AJIBARANG, PURWOKERTO",Kabupaten Banyumas,-7.36895,109.08381
Berkah Jaya Motor,Jl. Pertigaan Legok Pekuncen Bumiayu,Kabupaten Banyumas,-7.35611,109.0795
Setiawan Motor,Jl. Raya Utara 5 Banyumas,Kabupaten Banyumas,-7.513682,109.05769
Cv Putra Mandiri Persada,"JL. JEND SUPRAPTO 78, PURWOKERTO",Kabupaten Banyumas,-7.42389,109.24361
Roma Motor,Jl. Jend. Suprapto 56,Kabupaten Banyumas,-7.424065,109.243943
Kurnia Motor,JL JEND SUPRAPTO,Kabupaten Banyumas,-7.45761,109.30099
Sejahtera Motor,JL. SENOPATI NO.449 RT.001/003,Kabupaten Banyumas,-7.41461,109.26692
Wijahan Motor,"DESA KECILA RT 02 / RW 01 KEMRANJEN, BANYUMAS",Kabupaten Banyumas,-7.59346,109.31026
Wijahan Motor,Jl. Raya Kecila Kios Pasar Wijahan,Kabupaten Banyumas,-7.595278,109.318611
Hari Gemilang Lestari,"Jl. Kapt. Tendean No. 52 ,",Kabupaten Cilacap,-7.724444,109.006667
Ria Motor,Jl. Raya Pasar Kawunganten RT.001 RW.001,Kabupaten Cilacap,-7.594492,108.919351
Tunggal Motor,Jl. P Diponegoro 169 Majenang,Kabupaten Cilacap,-7.298684,108.771099
Sinar mustika motor,Jl. Pasar Gede Blok A 22,Kabupaten Cilacap,-7.73394,109.00757
Jaya motor,Jl. A. Yani No. 126,Kabupaten Cilacap,-7.738007,109.009783
Rajawali Motor,Jl. Panjaitan 8 Cilacap,Kabupaten Cilacap,-7.727111,109.005762
Hari Motor,Jl. Tendean 52 Cilacap,Kabupaten Cilacap,-7.729776,109.007222
Wella motor,Jl. Gatot Subroto 8,Kabupaten Cilacap,-7.716111,109.015
Mugi Jaya Motor,"JL. DIPONEGORO RT04/RW01, KURIPAN KIDUL, KESUGIHAN",Kabupaten Cilacap,-7.66199,109.08105
Cv Trijaya Motor Perkasa,JL. JEND. SUDIRMAN 23 RT.15/04,Kabupaten Cilacap,-7.63235,109.24738
Nusantara motor,Jl. Letjend. Suprapto No. 21-22,Kabupaten Cilacap,-7.425833,109.243333
Luberan motor,Jl. Ahmad Yani NO. 21,Kabupaten Cilacap,-7.629167,109.250278
Toko toro motor,Jln.Jend.Sudirman,Kabupaten Cilacap,-7.6326,109.2425
Harapan,Jl.Jend. Sudirman 27,Kabupaten Cilacap,-7.632508,109.247706
Nusantara Motor,Jl. Jendral Sudirman 48 Kroya,Kabupaten Cilacap,-7.63248,109.246342
Central motor,Jl. A. Yani No. 79,Kabupaten Purbalingga,-7.393168,109.353737
Cv Mekar Jaya Sentosa,Jl. MT Haryono RT. 03/III,Kabupaten Purbalingga,-7.388329,109.357519
Mantep Motor,"JL. BRIGJEN SUWONDO BI/C9 BOBOTSARI, PURBALINGGA",Kabupaten Purbalingga,-7.30552,109.3717
Mantep Motor,"Jl. Brig Jend. Suwondo B1/C9, Ds. Majapura RT.01/3",Kabupaten Purbalingga,-7.304632,109.376969
Doni Motor,"JL. RAYA DESA TIDU RT.01/01 BUKATEJA, PURBALINGGA",Kabupaten Purbalingga,-7.44706,109.41319
Junior Central Ban,TIMBANG RT 16/05 KEL. TIMBANG,Kabupaten Purbalingga,-7.39845,109.53764
Cv Surya Pratama Ritelindo,"PARKANCANGGAH, KEL. PARAKANCANGGAH",Kabupaten Banjarnegara,-7.39712,109.69526
Cv Shinta Motor Sejahtera,"KRANDEGAN, KEL. KRANDEGAN, KEC. BANJARNEGARA",Kabupaten Banjarnegara,-7.38684,109.69674
Surya jaya motor,Jl. Letjend Suprapto No. 73,Kabupaten Banjarnegara,-7.399652,109.681155
Surya Motor,Jl. Pemuda No 64 depan alun-alun,Kabupaten Banjarnegara,-7.401836,109.695231
"Toko "" Maju Motor ""","Jl. Letjen Suprapto 62 RT.4/VIII,",Kabupaten Banjarnegara,-7.399444,109.686111
Super jaya motor,Jl. Letjen Suprapto 72,Kabupaten Banjarnegara,-7.398889,109.690556
Jangkrik Motor,"JL. PAGENTAN DEPAN PUSKESMAS 1, BANJARNEGARA",Kabupaten Banjarnegara,-7.30064,109.80992
Ali Pojok Motor,JL RAYA MANDIRAJA -RAKIT RT 006/002,Kabupaten Banjarnegara,-7.44788,109.52278
Maju Motor,Jl. Letjend Suprapto 51 Banjarnegara,Kabupaten Banjarnegara,-7.398984,109.689163
Karunia Motor,"BOJANEGARA RT06/RW02, BOJANEGARA, SIGALUH",Kabupaten Banjarnegara,-7.4146,109.80967
Stasiun Ban Motor,JL RAYA SIGALUH DS.BRAYUT 56,Kabupaten Banjarnegara,-7.39495,109.76539
Kliwon Motor,Jl. A. Yani 422 Purworejo,Kabupaten Purworejo,-7.71444,110.01314
Jawa Motor,Jl. A. Yani 350 Purworejo,Kabupaten Purworejo,-7.70588,110.02153
Matahari Motor,Jl. KHA. Dahlan 28,Kabupaten Purworejo,-7.712218,110.015281
Trijaya Motor,Jl. Veteran No. 35 A Brengkelan,Kabupaten Purworejo,-7.72394,109.905864
Inti Motor,Jl. A. Yani 24,Kabupaten Purworejo,-7.71541,110.01415
Benteng Motor,Jl.Pramuka 21 Purworejo,Kabupaten Purworejo,-7.70906,110.01658
Brilliant Motor,"Jl. Kemiri Pituruh, Kerep, Purworejo",Kabupaten Purworejo,-7.73197,109.85439
Trijaya Motor,Jl. Veteran 35 Purworejo,Kabupaten Purworejo,-7.70566,110.01927
Rizqi oil,Jl. Raya Timur Karanganyar,Kabupaten Purworejo,-7.38483,111.08196
Cv Mandiri Mitra Niaga,"JALAN MAGELANG KM. 11,5",Kabupaten Purworejo,-7.62123,110.03701
Bmc Motor,Jl. P. Diponegoro 216 Kutoarjo,Kabupaten Purworejo,-7.75098,109.57363
Bengkel Anugerah Motor,Ketawang Km. 4 RT 02/02,Kabupaten Purworejo,-7.725151,110.026886
Cv Indah Motor,JL PANGERAN DIPONEGORO NO 136,Kabupaten Purworejo,-7.7231,109.90841
Cipto motor,Jl. Kemiri Tursino Purworejo,Kabupaten Purworejo,-7.67181,109.93131
Fanny motor,Jl. P. Diponegoro Katerban Kutoarjo,Kabupaten Purworejo,-7.72573,109.89903
Indah Motor,Jl. P. Diponegoro 149,Kabupaten Purworejo,-7.722687,109.909481
Abadi Motor,Timur PS Butuh Kutoarjo,Kabupaten Purworejo,-7.65267,110.47185
Indah Motor,Jl. Diponegoro 149 Kutoarjo,Kabupaten Purworejo,-7.722587,109.909654
Indah Motor Ii,"Jl. Diponegoro 177 Kutoarjo, Purworejo",Kabupaten Purworejo,-7.72093,109.91411
IndraÂ jayaÂ saktiÂ motor,Jl. Raya Mranggen No. 168,Kabupaten Purworejo,-7.026389,110.518333
Cipta Jaya Motor,Jl Kutoarjo Kebumen Km 6 Butuh Purworejo,Kabupaten Purworejo,-7.772634,109.88686
Anugrah Motor,Jl. Kutoarjo-Ketawang Rejo Rt 03/01 Grabag,Kabupaten Purworejo,-7.82052,109.90087
Omega Motor,JL. MAYJEND SUTOYO NO. 42,Kabupaten Kebumen,-7.58396,109.65732
Pemuda motor,Jl. Pemuda 17,Kabupaten Kebumen,-7.6825,109.659444
Satu Hati Motor,Jl. Raya Petanahan-Puring Km 1 Kebumen,Kabupaten Kebumen,-7.73964,109.53285
Tunggal Jaya,Jl. Pahlawan 118 Kebumen,Kabupaten Kebumen,-7.66966,109.65273
Barkah Motor,Ds. Jabres RT 02/04,Kabupaten Kebumen,-7.68565,109.618386
Satu Hati Motor,Desa Karangduwur RT.03 RW.01,Kabupaten Kebumen,-7.7375,109.586111
Cv Putra Ramayana,Jl.Raya Solo Baru CA.17,Kabupaten Kebumen,-7.598611,110.811667
Naga Mas Motor,Jl Jend Sudirman Timur No 8,Kabupaten Kebumen,-7.100278,109.328889
Toko Sepeda ¿kita¿,"Jl. Dr. Wahidin , Kutowinangun",Kabupaten Kebumen,-7.717778,109.735
Dans tech motor,Jl. Raya Prembun,Kabupaten Kebumen,-7.72373,109.80057
Toko Danstech,Jl. Raya Prembun No.39 RT.01/02,Kabupaten Kebumen,-7.680639,109.638875
Bengkel Kita,Jl. Raya Prembun 70,Kabupaten Kebumen,-7.723483,109.797557
Kusuma Jaya Motor,Jl. Raya KM 1 Desa Mrentul,Kabupaten Kebumen,-7.73285,109.81572
Kenebae motor,Jl. Yos Sudarso 483 A Kebumen,Kabupaten Kebumen,-7.60848,109.50056
Kenebae,Jl. Yos Sudarso No. 483 A,Kabupaten Kebumen,-7.683959,109.665425
Motorrent,"Jl. Sempor Baru Km 1, Tebong, Semanding, Gombong",Kabupaten Kebumen,-7.59846,109.50316
Cv. Sumber Hasil Abadi,JL. YOS SUDARSO TIMUR 168,Kabupaten Kebumen,-7.60928,109.52812
Harapan Baru Motor,Jl. Yos Sudarso No. 454A,Kabupaten Kebumen,-7.608611,109.494444
Hajir Motor,Jl.Pasar Petanahan Kebumen,Kabupaten Kebumen,-7.7392,109.53364
Morodadi Motor,Jl. Letjend Suprapto 18 Kebumen,Kabupaten Kebumen,-7.66856,109.65803
Berkah Motor,"Jl. Raya Jabres, Sruweg, Kebumen",Kabupaten Kebumen,-7.66449,109.61511
Cv Dua Saudara,"JL. GODEAN KM 6,5",Kabupaten Sleman,-7.77546,110.3247
Berkah motor,Jl. Godean Km.4 Ngestiharjo,Kabupaten Sleman,-7.781111,110.351111
Dena motor,"Jl. Magelang Km 18, Yogyakarta",Kabupaten Sleman,-7.658611,110.326667
Sumber Berkat Motor,"Jl. Kebon Agung km. 8,5 Desa Mriyan",Kabupaten Sleman,-7.656111,110.326667
Toko Surya Buana Motor,Jl. Majapahit No.2 Kel. Panjang,Kota Magelang,-7.475556,110.219722
Glory Motor,Jl. Majapahit 5b Magelang 56111,Kota Magelang,-7.479695,110.220711
Indo Motor,Jl. Sriwijaya 39C-39D,Kota Magelang,-7.480983,110.223706
Colombo Motor,Jl. A. Yani Kios PJKA 345 Magelang,Kota Magelang,-7.464156,110.222532
Glory motor,Jl. Majapahit No. 5 B / C,Kota Magelang,-7.480278,110.220556
Surya buana motor,Jl. Majapahit 2A,Kota Magelang,-7.477865,110.220689
Victori Motor,Jl. A. Yani Kios Pjka 7B,Kota Magelang,-7.464282,110.222409
Aryo Motor,Jl. Beringin IV No.17 Tidar,Kota Magelang,-7.49409,110.226748
Brilliant Motor,Jl. Raya Magelang - Purworejo Km 7 33,Kabupaten Magelang,-7.52693,110.18817
Rejeki Motor,JL. MAGELANG – PURWOREJO KM 10 RUKO PASAR JAMBU,Kabupaten Magelang,-7.5432,110.16602
Jetis jaya motor,Jl. Raya No. 117 Salaman,Kabupaten Magelang,-7.714394,110.013477
"""sumber Utama"" Toko",Jl. KH.A. Dahlan No.92,Kabupaten Magelang,-7.711667,110.015833
Inti Motor,Jl. Jend. A. Yani No.24 RT.04 RW.15,Kabupaten Magelang,-7.709722,110.018889
Baja Teknik,Jl. Medang 13 Rejowinangun Utara Magelang,Kabupaten Magelang,-7.481595,110.222043
Jakarta motor,Jl. Sri Suwarno No. 29,Kabupaten Temanggung,-7.315278,110.188056
52 a motor,Jl.MT Haryono 33 A,Kabupaten Temanggung,-7.315984,110.173598
Arimbi Motor,Jl. MT Haryono Temanggung,Kabupaten Temanggung,-7.315767,110.171982
Sinar Jaya Bengkel,jJl. Raya Kranggan Temanggung,Kabupaten Temanggung,-7.343524,110.21136
Cv Tasindo Daya,JL. KOSASIH NO.12 KEL. PARAKAN KAUMAN,Kabupaten Temanggung,-7.27978,110.09975
Sukadaya motor,Jl. Kosasih No. 12,Kabupaten Temanggung,-7.281944,110.099444
Fajar Motor,Jl. Diponegoro 212A,Kabupaten Temanggung,-7.286158,110.095549
Jakarta Motor Ii,Jl. Diponegoro 88 A Parakan,Kabupaten Temanggung,-7.285996,110.09508
Chandra Jaya Motor,Jl. Let Suwaji 234 Parakan,Kabupaten Temanggung,-7.279934,110.100878
Brianna Motor,JL. PAKISDADU DS. REJOSARI KEC. PRINGSURAT,Kabupaten Temanggung,-7.35616,110.29628
Metaram motor,Jl. A. Yani No. 126,Kabupaten Wonosobo,-7.369167,109.900833
Pangestu motor,Jl. Resimen 18 / 103,Kabupaten Wonosobo,-7.363056,109.901944
Marabunta,Jl. Kyai Muntang No. 31 Wonosobo,Kabupaten Wonosobo,-7.368951,109.905214
Bahagia Motor,Jl. A. Yani 88 Wonosobo,Kabupaten Wonosobo,-7.36783,109.902121
# Ria Motor,Jl. S. Parman 61 A Wonosobo,Kabupaten Wonosobo,-7.361404,109.906278
Fajar motor,Jl. Diponegoro No. 212,Kabupaten Wonosobo,-7.286944,110.093056
Toko Mulia Jaya,Jl. Kusuma No.77,Kabupaten Wonosobo,-7.667778,109.661111
Bengkel Rafa Motor,Pandansari RT.08/02 Kertek Wonosobo,Kabupaten Wonosobo,-7.388213,109.965505
Danareal Motor,JAMBUSARI RT.01/07,Kabupaten Wonosobo,-7.38819,109.96242
Panorama qolbu motor,Jl.Raya Parakan No.135,Kabupaten Wonosobo,-7.388516,109.965198
Panorama Qolbu Motor,Jl. Parakan No.135 Kertek,Kabupaten Wonosobo,-7.369444,109.981111
Akar Mas Motor,Jl. Purworejo Km 53,Kabupaten Wonosobo,-7.392565,109.965991
Putra Remaja Motor,Jl. Wetan Pasar Sapuran Wonosobo,Kabupaten Wonosobo,-7.462413,109.98005
Fajar Motor,"JL LETTU SUGIARNO 32 RT2/7, MAGELANG",Kabupaten Magelang,-7.58421,110.2868
Tugu Besi Motor,JL. PEMUDA NO. 67 RT 01 / 04,Kabupaten Magelang,-7.58341,110.28689
Pucung Motor,JL. PEMUDA NO. 9 RT 01/09,Kabupaten Magelang,-7.57921,110.2809
Pucung Motor,Jl. Pemuda No. 9 Desa Pucungrejo,Kabupaten Magelang,-7.593889,110.264722
Agung Jaya Motor,Jl. Tambakan 6 Muntilan,Kabupaten Magelang,-7.58073,110.28477
Kurnia motor,Jl. Samara Tungga 3A,Kabupaten Magelang,-7.600788,110.209678
Sabar jaya,Jl. Brigjen . Sudiarto 105-107,Kota Surakarta,-7.586497,110.825
Prima jaya motor,Jl. Kyai Mojo Baturono No. 8,Kota Surakarta,-7.58493,110.830032
SionÂ motor,Jl. Yos Sudarso No. 257,Kota Surakarta,-7.581389,110.820833
Inti jaya,Jl. Joko Tingkir No. 7,Kota Surakarta,-7.575423,110.782531
Cv Jebres Jaya,JALAN INSINYUR SUTAMI NO. 81/83,Kota Surakarta,-7.56377,110.85212
Seger Jaya,Jl. Urip Sumoharjo 123 Solo,Kota Surakarta,-7.564291,110.834546
Putra Makmur Motor,Jl. Jaya Wijaya 112 Mojosongo Solo,Kota Surakarta,-7.535703,110.838471
Seger Jaya Motor,Jl.Urip Sumoharjo 123,Kota Surakarta,-7.564167,110.834167
Adrian Motor,Ir Juanda No. 124 Kampung Sewu Solo,Kota Surakarta,-7.570486,110.846749
Dunia Motor,Jl. Gotong Royong 64 Surakarta,Kota Surakarta,-7.570851,110.842063
Karisma Jaya Motor,Jl.Slamet Riyadi No.260 Rt.006/004,Kota Surakarta,-7.568731,110.817815
Toko Soember Kencana,"Jl. Ahmad Yani 182,",Kota Surakarta,-7.552379,110.821827
Sahabat terang motor,Jl. Jend. Sudirman 130 C,Kota Surakarta,-7.67273,110.838342
Sinar naga,Jl. P. Tendean 151 Nusukan,Kota Surakarta,-7.544449,110.820024
Motor Oli,Jl. Kapten Tendean 10,Kota Surakarta,-7.550375,110.821811
Dokter Motor,Jl. Kolonel Sugiyono 197 Sekip Kadipiro Solo,Kota Surakarta,-7.533503,110.819176
Central Sakti Agratama,"JL. PAKEL 136, BANYUANYAR, BANJARSARI, SOLO",Kota Surakarta,-7.53865,110.79928
Cv Motoroli Solo,JL. ADI SUMARMO NO.183,Kota Surakarta,-7.54097,110.80771
Sumber makmur,Jl. Jend Suprapto No.26,Kota Surakarta,-7.551075,110.802698
Jaya mulya motor,Jl. Tangkuban Perahu 20 A,Kota Surakarta,-7.540615,110.842574
Mitra Setia Motor,Jl.KH.Agus Salim No.36,Kota Surakarta,-7.565833,110.793333
Gemilang Motor,"JL. YOS SUDARSO 239 PASAR KLIWON, SOLO",Kota Surakarta,-7.58087,110.82092
Mantep Motor,Dan Liris Jati Cemani (Timur Perempatan Btk Keris),Kota Surakarta,-7.577335,110.803534
Jaya Motor,Jl. Hasanudin 2 Pasar Nongko,Kota Surakarta,-7.557956,110.814132
Mantep Motor,Jl.Muh.Yamin 42,Kota Surakarta,-7.573611,110.816111
Theo Motor,JL.MUH YAMIN 52 (KAWATAN 40),Kota Surakarta,-7.57699,110.81844
GemilangÂ motor,Jl. Kratonan No. 26-28,Kota Surakarta,-7.580833,110.820833
Ud Barokah Jaya Motor,DESA NGURENSITI RT06/02,Kota Surakarta,-6.67484,111.07284
Ud Kurnia Alam,Jl. Yos Sudarso 319 Solo,Kota Surakarta,-7.3529,110.491101
Resh 2 Motor,Jl. Kebonan RT 5 RW 1 Karanggede Boyolali,Kota Surakarta,-7.361237,110.644213
Sinaragung Prasadikindo,Jalan Dewi Sartika No.20 Rt.07/04,Kota Surakarta,-7.557392,110.887892
Cv Dian Terang,"JL. SLAMET RIYADI NO.450 B, MAKAMHAJI",Kabupaten Sukoharjo,-7.60661,110.78
Ud mitra setia,Jl. Agus Salim No. 36,Kabupaten Sukoharjo,-7.565449,110.793475
Plasa Ban,JL.ADI SUMARMO NO.2 SINGOPURAN KARTASURA,Kabupaten Sukoharjo,-7.55156,110.74289
"Raja Jegos, Co",Jl. Pemuda 79 Pabelan Salatiga,Kabupaten Sukoharjo,-7.293178,110.51317
Kurniawan Motor,Jl. Wimbo Harsono 25 Kartasura,Kabupaten Sukoharjo,-7.56208,110.75784
Bintan Motor,RUKO FAJAR INDAH PERMATA II BLOK A1-08,Kabupaten Karanganyar,-7.5435,110.78848
Inti Motor,GAMAWAN,Kabupaten Karanganyar,-7.53737,110.75923
Serba Ada Motor,Psr.Klitikan Notoharjo Blok B No.151-156 Semanggi,Kota Surakarta,-7.568889,110.822222
Toko Baru,Jl.Raya Sukowati No.235,Kabupaten Sragen,-7.4275,111.020833
Indonesia Motor,Jl.Raya Sukowati No.281,Kabupaten Sragen,-7.4275,111.019722
Cv Jaya Abadi Mulya,JL. RAYA SUKOWATI NO. 237,Kabupaten Sragen,-7.42737,111.02146
Garuda Motor,JL. RAYA SUKOWATI 309 SRAGEN,Kabupaten Sragen,-7.42639,111.27222
Cv.jaya Abadi Mulya,JL. RAYA SUKOWATI 239 SRAGEN,Kabupaten Sragen,-7.42737,111.02147
Tri Sari,JL. RAYA SUKOWATI,Kabupaten Sragen,-7.42811,111.01874
Bengkel mas bowo,Jl.Raya Sukowati 641,Kabupaten Sragen,-7.429755,111.013058
Tri sari motor,Jl. Sukowati No. 199,Kabupaten Sragen,-7.427924,111.01791
Langgeng jaya motor,Jl. W.R Supratman No. 7,Kabupaten Sragen,-7.418421,111.037445
Putra Persada,"Jl. Solo-Sragen Km. 15,2 Gronong Sidodadi",Kabupaten Sragen,-7.49509,110.918361
Gemolong Motor,"Dukuh Gemolong ,Gemolong",Kabupaten Sragen,-7.395556,110.8275
Langgeng Jaya Motor,DK. NGESENG RT 17 DS. KWANGEN KEC. GELOMONG SRAGEN,Kabupaten Sragen,-7.39622,110.82441
Santri Motor,Gardu RT.15 Ds.Sambiduwur,Kabupaten Sragen,-7.378192,110.876163
AgungÂ jayaÂ motor,Jl. Pandanaran 43 Boyolali,Kabupaten Boyolali,-7.537222,110.605556
Wijaya Motor,Jl.Pandanaran No.12.,Kabupaten Boyolali,-7.536389,110.603056
Aj jaya motor,Jl.Pahlawan No.41,Kabupaten Boyolali,-7.540822,110.603341
Indi Motor,Jl. Cendana 17,Kabupaten Boyolali,-7.519499,110.592619
214 Motor,Jl. Pandanaran 214 Boyolali,Kabupaten Boyolali,-7.52877,110.6016
Sido mukti,Jl. Perintis Kemerdekaan No. 28,Kabupaten Boyolali,-7.568195,110.797974
PT Brajaguna Oto Mandiri,JL. PERINTIS KEMERDEKAAN,Kabupaten Boyolali,-7.31428,110.61688
Kusuma Jaya Motor,Jl. Pandanaran 305 Boyolali,Kabupaten Boyolali,-7.521389,110.598097
AgungÂ motor,Jl. Raya Ampel No. 240,Kabupaten Boyolali,-7.456111,110.546389
Tsm Variasi,"JL. CANDI AMPEL RT04/06, URUTSEWU, BOYOLALI",Kabupaten Boyolali,-7.45214,110.5489
Mbs Motor,Jl. Cempogo (Boyolali-Muntilan Km. 10),Kabupaten Boyolali,-7.514718,110.515515
Muslim Motor,Jl. Panasan Solo,Kabupaten Boyolali,-7.505047,110.746609
Inti Jaya Ii,Jl. Raya Nogosari-Simo Km. 1 Boyolali,Kabupaten Boyolali,-7.443186,110.736855
Inti Jaya,Dk.Mencil Rt.01/01 Ds.Glonggon,Kabupaten Boyolali,-7.443932,110.752343
Alam Terang,Duwet Rt.16/07 No.4,Kabupaten Boyolali,-7.371572,110.755942
Resh Motor Sport,Dk.Kacangan Rt.03 Rw.01,Kabupaten Boyolali,-7.375096,110.76776
